Date,sma10,wma10,ema10,mom,stck%,stcd%,RSI_10,macd,r,ad,cci,roc,obv,dis,lband,hband,t_n,t_n1,t_n2
2007-03-13,17125.25078125,17089.246235795454,17232.323076027704,-425.279296875,49.28130560083925,24.474336821670185,43.82987526019173,-0.4691340466895781,-50.71869439916075,-767628431.063767,-66.66666666666667,-5.193621617438249,694000000.0,3.129242496038222e-05,16552.064232940844,17698.437329559158,17178.83984375,16676.890625,16860.390625
2007-03-14,17032.5279296875,17007.726207386364,17131.33535765903,-776.619140625,14.053596518151783,23.467646547131842,32.74645606785975,-25.975256420351734,-85.94640348184822,-345440182.61119384,-66.66666666666667,-5.267111113132813,530300000.0,-0.00020879889711945205,16500.703259334725,17564.352600040278,16676.890625,16860.390625,16744.150390625
2007-03-15,16973.216015625,16976.428515625,17082.07267899375,-357.5390625,39.765019494749225,25.59671091423092,39.01099155565165,-49.561986183854756,-60.234980505250775,-662481910.661089,66.66666666666667,-3.3982800513462275,695200000.0,-6.647260632347802e-05,16515.2552251777,17431.176806072297,16860.390625,16744.150390625,17009.55078125
2007-03-16,16925.8380859375,16934.780220170454,17020.632262926705,101.900390625,26.653605401941938,27.757668205958538,36.61072264700687,-72.35310738217991,-73.34639459805805,-581835701.3773516,-66.66666666666667,-2.75166239770951,521900000.0,-0.00010734339675826801,16481.109039839932,17370.567132035067,16744.150390625,17009.55078125,17163.19921875
2007-03-19,16962.5681640625,16950.000710227272,17018.617448076395,165.05078125,54.65136166478345,32.60418455918753,45.169260658875245,-89.52518980346372,-45.34863833521655,-687385664.186365,66.66666666666667,2.207037998167315,652700000.0,2.7697820715048513e-05,16558.808613048663,17366.32771507634,17009.55078125,17163.19921875,17419.19921875
2007-03-20,16994.4380859375,16986.47908380682,17044.90504274432,398.580078125,76.70828438368301,38.51210896970899,49.55075760016016,-99.84516487255642,-23.291715616316985,-1109251349.007506,66.66666666666667,1.8920075914987087,782100000.0,9.93037439420515e-05,16582.753620782943,17406.12255109206,17163.19921875,17419.19921875,17480.609375
2007-03-22,17059.89609375,17063.70838068182,17112.95852929081,328.888671875,91.86481541178767,46.38763410445647,56.05213660604856,-101.35035560374675,-8.135184588212326,-1832739091.8382182,66.66666666666667,3.904532949029444,928600000.0,0.00021061272766581004,16608.911388208984,17510.88079929102,17419.19921875,17480.609375,17521.9609375
2007-03-23,17098.9259765625,17140.201704545456,17179.80413760157,316.5703125,94.02152939324884,52.63614319605496,57.5115536508056,-96.03106079010404,-5.9784706067511655,-1938480770.1857483,66.66666666666667,2.283743335467751,1057100000.0,0.0002232206858844083,16581.505714061124,17616.346239063874,17480.609375,17521.9609375,17365.05078125
2007-03-26,17134.7181640625,17217.117151988637,17242.01446485583,229.5703125,96.11724768520952,58.67708504839269,58.5416153459794,-85.79736289829003,-3.8827523147904865,-1953553686.9747553,66.66666666666667,2.0853009812940115,1149000000.0,0.0002259989161944228,16558.101349367604,17711.334978757393,17521.9609375,17365.05078125,17254.73046875
2007-03-27,17141.9841796875,17258.995809659093,17264.384704200223,186.2109375,79.23047010478302,62.234723565917776,53.112764446594404,-75.00976120746017,-20.769529895216976,-1821511396.2515428,-66.66666666666667,0.4201857211399884,1023300000.0,0.00013012881077490633,16555.85042797414,17728.117931400862,17365.05078125,17254.73046875,17263.939453125
2007-03-28,17149.5732421875,17279.495134943183,17262.62938866382,577.83984375,67.35772315000683,64.04236532083453,49.52495614018424,-65.83703043754512,-32.642276849993166,-1747376454.3971143,-66.66666666666667,0.44176804539923864,870300000.0,6.131769291134078e-05,16559.77348488964,17739.37299948536,17254.73046875,17263.939453125,17287.650390625
2007-03-29,17208.278125,17300.28899147727,17262.867582202216,403.548828125,67.83262944045323,69.42026861306468,49.83923000213457,-57.876130681748,-32.167370559546775,-1691108124.2293987,-66.66666666667054,3.5201335868028454,1015000000.0,3.234566975305629e-05,16708.33911863053,17708.21713136947,17263.939453125,17287.650390625,17028.41015625
2007-03-30,17251.0041015625,17314.7203125,17267.373547369996,543.5,70.42603143271575,72.48636980686133,50.71708428363865,-50.615854953036276,-29.573968567284254,-1812817310.8651454,66.66666666666411,2.53410359894909,1130300000.0,2.124298901487219e-05,16807.442751403927,17694.56545172107,17287.650390625,17028.41015625,17244.05078125
2007-04-02,17279.430078125,17274.248686079547,17223.92565807545,18.859375,37.25139013266135,73.54614827993326,41.82496983619975,-47.81336285276529,-62.74860986733865,-1758530867.2700615,-66.66666666666666,1.697666104242328,976400000.0,-0.0001452709497593782,16946.90417107438,17611.955985175617,17028.41015625,17244.05078125,17544.08984375
2007-04-03,17302.880078125,17267.816086647726,17227.584771379916,80.8515625,43.82918358362276,72.46393047181719,49.93738171385988,-44.778159302719885,-56.17081641637724,-2022183702.7515674,66.66666666666667,1.3786372316104578,1128400000.0,-3.399971369470083e-05,17020.496274116897,17585.263882133102,17244.05078125,17544.08984375,17491.419921875
2007-04-04,17340.969140625,17311.672407670456,17285.131148174474,124.890625,94.38576197578968,74.23167823102787,58.8160205820171,-37.29702067233163,-5.614238024210324,-2420142170.402816,66.66666666666667,2.2192285957031523,1278800000.0,0.00011713342055903148,17041.960663386602,17639.977617863395,17544.08984375,17491.419921875,17484.779296875
2007-04-05,17348.1912109375,17339.027095170455,17322.638197938206,10.810546875,85.26478138666505,73.57167482851561,56.84948533679599,-28.016841430258218,-14.735218613334958,-2253684048.825916,-66.66666666665486,0.41460403671864404,1146000000.0,8.2561178393744e-05,17038.669590942794,17657.712830932207,17491.419921875,17484.779296875,17743.759765625
2007-04-06,17348.608203125,17363.861292613637,17352.118397744896,-37.181640625,84.11480793752261,72.58100268294297,56.584448064267164,-18.073566734195463,-15.885192062477381,-2253694342.609945,66.66666666671675,0.02385455670077291,1025000000.0,7.849107672249513e-05,17038.36373221091,17658.85267403909,17484.779296875,17743.759765625,17664.689453125
2007-04-09,17370.7880859375,17435.70703125,17423.32591917764,378.708984375,99.45770404569998,72.91504831899204,63.88119572830345,-4.395684322609235,-0.5422959543000235,-2591122149.5441155,66.66666666666782,1.2658333671450692,1149500000.0,0.00021471200836848547,16990.3655870513,17751.2105848237,17743.759765625,17664.689453125,17670.0703125
2007-04-10,17400.751953125,17489.143643465908,17467.210198077162,409.958984375,88.89767065758927,73.88176837427264,60.4354765103637,9.872444185097455,-11.102329342410727,-2356652784.828431,-66.66666666667312,1.725527184743602,1018200000.0,0.0001516816633620247,16981.62430777177,17819.87959847823,17664.689453125,17670.0703125,17540.419921875
2007-04-11,17442.2859375,17538.110617897728,17504.09385524495,406.130859375,89.61629757153663,76.10762581642564,60.59618572892513,23.88177950450384,-10.383702428463364,-2369851243.8819556,66.66666666666667,2.4071071089880016,1132000000.0,0.00013059318934238707,17007.255205728048,17877.316669271953,17670.0703125,17540.419921875,17363.94921875
2007-04-12,17469.933984375,17555.953160511363,17510.69859463223,252.76953125,72.30117119232074,76.55447999161238,54.65288605969266,35.113144274278206,-27.698828807679266,-2133486236.4812648,-66.66666666666667,1.601491186300201,1009800000.0,4.034699705393486e-05,17048.836366521147,17891.03160222885,17540.419921875,17363.94921875,17628.30078125
2007-04-13,17477.5638671875,17536.683203125,17484.01688992637,335.5390625,48.73307770561077,74.38518461890189,47.59322639896488,41.38459238612751,-51.26692229438923,-2097310518.8774881,-66.66666666666667,0.44134874549740116,875800000.0,-6.500599814760196e-05,17067.329143994873,17887.798590380124,17363.94921875,17628.30078125,17527.44921875
